ArticleId,Text,Category
666,uk  risks breaking golden rule  the uk government will have to raise taxes or rein in spending if it wants to avoid breaking its  golden rule   a report suggests.  the rule states that the government can borrow cash only to invest  and not to finance its spending projects. the national institute of economic and social research (niesr) claims that taxes need to rise by about £10bn if state finances are to be put in order. the treasury said its plans were on track and funded until 2008. according to niesr  if the government s current economic cycle runs until march 2006 then it is  unlikely  the golden rule will be met. should the cycle end a year earlier  then the chances improve to  50/50 . either way  fiscal tightening is needed  niesr said.  the report is the latest to call into question the viability of government spending projections. earlier this month  accountancy firm ernst & young said that chancellor of the exchequer gordon brown s forecasts for tax revenues were too optimistic.  it claimed revenues were likely to be £6bn below estimates by the end of the tax year despite the economy growing in line with forecasts. a treasury spokesperson dismissed the latest claims  saying it was  on track to meeting spending rules and the golden rule in the current cycle and beyond .  spending plans have been set out until 2008 and they are fully affordable.  other than its warning on possible tax hikes  the niesr report was optimistic about the state of the uk and global economy.  it said the recent record-busting surge in oil prices would have a limited effect on worldwide expansion  saying that if anything the  world economy will continue to grow strongly . global gross domestic product (gdp) is tipped to be 4.1% this year  dipping to 4% in 2005  before picking up again to 4.2% in 2006. the us will continue to drive expansion until 2006  albeit at a slightly slower rate  as will be the case in japan. hinting at better times for uk exporters  niesr said the euro zone  is expected to pick up speed .  growth in britain also is set to accelerate  it forecast.  despite weak growth in the third quarter  the forces sustaining the upswing remain intact and the economy will expand robustly in 2005 and 2006   niesr said  adding that  the economy will become better balanced over the next two years as exports stage a recovery . gdp is expected at 3.2% in 2004  and 2.8% in both 2005 and 2006. the main cloud on the horizon  niesr said  was the uk s much analysed and fretted over property market.,business
853,prince crowned  top music earner  prince earned more than any other pop star in 2004  beating artists such madonna and elton john in us magazine rolling stone s annual list.  the singer banked $56.5m (£30.4m) from concerts  album and publishing sales with his musicology tour and album. he kept madonna in second place  as she earned $54.9m (£29.5m) while embarking on her global re-invention tour. veterans simon and garfunkel were in 10th place  their comeback tour helping them earn $24.9m (£13.4m) last year.   prince returned to centre stage after a decade in the commercial wilderness   the magazine reported. the singer s 2004 tour took $90.3m (£48.5m) in ticket sales and he sold 1.9 million copies of his latest album musicology.  although she grossed more than prince last year  madonna remained in second place because of the  monumental  production costs of her tour. heavy metal band metallica s madly in anger with the world tour helped push their 2004 earnings up to $43.1m (£23.1m). they were ahead of sir elton john  who took fourth place and almost $42.7m (£23m) from performances including a debut on the las vegas strip. other seasoned performers in the list included rod stewart  whose sold-out shows and third volume of the great american songbook covers album helped net him £35m (£19m). the highest-ranking rap act in the list was 50 cent  who at number 19 took $24m (£13m) to the bank.,entertainment
844,france starts digital terrestrial france has become the last big european country to launch a digital terrestrial tv (dtt) service.  initially  more than a third of the population will be able to receive 14 free-to-air channels. despite the long wait for a french dtt roll-out  the new platform s backers hope to emulate the success of its uk free-to-air counterpart  freeview. recent figures from the uk s regulator ofcom showed freeview was more popular than the sky digital satellite service. in the three months to september 2004  almost five times as many people signed up to the uk s free-to-air dtt service compared with sky. almost 60% of uk households have gone digital on at least one television set through cable  satellite or freeview.  the french dtt platform is known as tnt  which stands for tv numerique terrestre or digital terrestrial television. but it is being branded as television numerique pour tous  or  digital television for all . tnt is a joint venture between public broadcaster france televisions and a handful of cable and satellite operators. digital terrestrial tv will launch as a free-to-air platform to start with  adding pay-tv channels later. thirty-five contenders have bid for an additional eight frequencies on top of the 14 already allocated.  a couple of years ago  dtt had a bad image   said olivier gerolami  chief operating officer of tnt.   but everyone s impressed with dtt in the uk  italy and germany  and they realise it is a very good idea.  france is the poorest market in europe in terms of free-to-air national channels  so it has the potential to be one of the biggest dtt markets   mr gerolami added in remarks quoted by the us entertainment industry paper variety. tnt aims to reach 35% of france s population at launch  from 17 transmission sites. the transmission area will initially include paris  lille  lyon and toulouse. eventually there will be 115 sites reaching over 80% of homes. digital terrestrial set-top boxes are available from as little as 70 euros (£50). a recent survey by mediametrie found that 70% of people interviewed were aware of dtt  and 25% were planning to buy a digital receiver. consumer electronics companies such as nokia  sagem  sony and thomson are gearing up for production. the conseil superieur de l audiovisuel (csa)  the french broadcasting regulator  said:  following the recent success of freeview in the uk  some manufacturers are optimistic about sales prospects . media analysts believe that initially the majority of viewers will buy inexpensive set-top boxes that are unable to support interactive services. the csa said the current aim of reaching 85% of the population by 2007 was achievable  but the future of the remaining tv viewers required action by the public sector. for the most part  they are people living in mountainous or border areas  which will remain beyond the reach of digital terrestrial tv for years.  up to 15 pay-tv channels will launch on dtt between september 2005 and march 2006. leading pay-tv operators canal plus and tps have submitted bids to market bouquets of channels. free-to-air services will be broadcast in mpeg-2 format. but pay-tv operators will be allowed to broadcast in mpeg-4 - a much better compression technology - which will potentially allow for high-definition (hd) subscription services in the future. tnt expects between 700 000 and one million dtt set-top boxes to be sold in 2005.  it is difficult to tell how quickly it will take off   said mr gerolami   but we re optimistic that it will revolutionise television in france.  other analysts were less optimistic  predicting consumers would now be less likely to sign up for pay-tv subscriptions.  we think free dtt could put brakes on the underlying growth of pay-tv in france   said henri de bodinat  vice-president of the arthur d. little consultancy.,tech
1919,uk tv channel rapped for csi ad tv channel five has been criticised for sending  offensive  and  threatening  advertising material to viewers for a new show about murder scene scientists.  five mailed thousands of fake dossiers including photos of murder victims and an e-mail suggesting the recipient was being stalked by a serial killer. following complaints  the advertising standards authority contacted five to cease promotion of crime show csi:ny. five admitted it had sent out 55 000 promotion packs but had now stopped. the promotion material was sent in brown envelope of the type used by investigators in the series  a spin-off from the highly successful csi: crime scene investigation series  which also runs on five. the pack also features pictures of forensic evidence from a crime scene and a wanted poster  which did have a csi:ny logo printed in large at the bottom.  five said it had received 100 complaints but that it had been surprised at the reaction because it was  obvious this material is promoting a drama . a five spokesman said:  in light of the efforts we have made to make the nature of the contents so transparent we are surprised a very small minority of recipients have mistaken it as anything else.  everyone who was sent this promotion has expressed an interest in receiving details about this particular genre of programming on various websites.  we have also received emails and calls from recipients praising the originality and imagination of the campaign.,entertainment
344,blair returns from peace mission prime minister tony blair has arrived back from his diplomatic mission to the middle east to try to resurrect the peace process.  mr blair held talks with his israeli counterpart  ariel sharon  and the palestinian leader  mahmoud abbas. he confirmed that a renewed drive to reform the palestinian authority and address security issues would come at a london conference in march. mr blair also made a surprise trip to iraq this week. the israelis described the meeting as important but said they would not need to attend. mr blair briefly visited the tomb of yasser arafat in ramallah - the first world leader to do so. he nodded briefly towards the tomb  rather than lay a wreath  in what palestinian officials said was a compromise gesture agreed at the last minute.  the bbc s paul reynolds says the london conference will be a limited measure to shore up the leadership of mahmoud abbas  also known as abu mazen  who is expected to win the palestinian presidential election on 9 january. at a news conference following talks with mr blair  mr abbas said the british prime minister was  in a unique position to help us progress in our peaceful pursuit . he added:  your endeavour to hold a conference in london is another example of your deep commitment to this purpose.  in an interview with the bbc s political editor andrew marr  mr blair said getting progress between israelis and palestinians would be  tough  but at least we have got the first step . mr blair acknowledged some people believed he was too close to the israelis  but said the israelis were entitled to expect palestinians to give up terrorism. he argued that mr sharon was committed to the internationally-agreed roadmap peace plan and said his bid to disengage from gaza had to be part of the peace process  not the end of it. earlier  mr sharon again said he had not seen  the slightest step  the palestinians were working to end terror attacks - though he acknowledged palestinian leaders were in the middle of an election campaign that could be hampering their efforts. before visiting israel  mr blair made a surprise visit to iraq  where he met leaders in baghdad during his first trip to the city. he was briefed on preparations for the national poll  which is scheduled for next month but is threatened by a deadly campaign of insurgent violence. he also flew to basra in southern iraq where british forces are stationed.,politics
840,format wars could  confuse users  technology firms sony  philips  matsushita and samsung are developing a common way to stop people pirating digital music and video.  the firms want to make a system that ensures files play on the hardware they make but also thwarts illegal copying. the move could mean more confusion for consumers already faced by many different  and conflicting  content control systems  experts warned. they say there are no guarantees the system will even prevent piracy.  currently many online stores wrap up downloadable files in an own-brand control system that means they can only be played on a small number of media players. systems that limit what people can do with the files they download are known as digital rights management systems. by setting up the alliance to work on a common control system  the firms said they hope to end this current fragmentation of file formats. in a joint statement the firms said they wanted to let consumers enjoy  appropriately licensed video and music on any device  independent of how they originally obtained that content . the firms hope that it will also make it harder for consumers to make illegal copies of the music  movies and other digital content they have bought. called the marlin joint development association  the alliance will define basic specifications that every device made by the electronics firms will conform to. marlin will be built on technology from rights management firm intertrust as well as an earlier drm system developed by a group known as the coral consortium.  the move is widely seen as a way for the four firms to decide their own destiny on content control systems instead of having to sign up for those being pushed by apple and microsoft. confusingly for consumers  the technology that comes out of the alliance will sit alongside the content control systems of rival firms such as microsoft and apple.  in many ways the different drm systems are akin to the different physical formats  such as betamax and vhs  that consumers have seen in the past   said ian fogg  personal technology and broadband analyst at jupiter research.  the difference is that it is very fragmented   he said.  it s not a two-horse race  it s a five  six  seven or even eight-horse race  mr fogg said consumers had to be very careful when buying digital content to ensure that it would play on the devices they own. he said currently there were even incompatibilities within drm families. although initiatives such as microsoft s  plays for sure  program could help remove some of the uncertainty  he said  life was likely to be confusing for consumers for some time to come.  shelley taylor  analyst and author of a report about online music services  said the locks and limits on digital files were done to maximise the cash that firms can make from consumers. apple s itunes service was a perfect example of this  she said.  although itunes has been hugely successful  apple could not justify its existence if it did not help sell all those ipods   she said.  she said rampant competition between online music services  of which there are now 230 according to recent figures  could drive more openness and freer file formats.  it always works out that consumer needs win out in the long run   she said   and the services that win in the long run are the ones that listen to consumers earliest.  ms taylor said the limits legal download services place on files could help explain the continuing popularity of file-sharing systems that let people get hold of pirated pop.  people want portability   she said   and with peer-to-peer they have 100% portability.  cory doctorow  european co-ordinator for the electronic frontier foundation which campaigns for consumers on many cyber-rights issues  expressed doubts that the marlin system would achieve its aims.  not one of these systems has ever prevented piracy or illegal copying   he said. he said many firms readily admit that their drm systems are little protection against skilled attackers such as the organised crime gangs that are responsible for most piracy. instead  said mr doctorow  drm systems were intended to control the group that electronics firms have most hold over - consumers.  the studios and labels perceive an opportunity to sell you your media again and again - the ipod version  the auto version  the american and uk version  the ringtone version  and so on.,tech
1596,no charges against tv s cosby us comedian bill cosby will not face charges stemming from an allegation of sexual misconduct.  authorities in philadelphia said they found insufficient evidence to support the woman s allegations regarding an alleged incident in january 2004. the woman reported the allegations to canadian authorities last month. cosby s lawyer  walter m phillips jr  said the comedian was pleased with the decision.  he looks forward to moving on with his life   he said. district attorney bruce l castor jr  who was in charge of the case  said that detectives could find no instance  where anyone complained to law enforcement of conduct which would constitute a criminal offence.  he also said that the fact the woman waited a year before coming forward  and she had had further contact with cosby during that time  were also factors in his decision. the unidentified woman s lawyer  dolores m troiani  said her client was likely to sue the comedian.  i think that s the only avenue open to her. she felt  as we did  that it s a very strong case and she was telling the truth.  she also said that the woman supplied further evidence to prosecutors that she believed strengthened her allegations. cosby emerged as one of the first black comics to have mainstream success in the us. he was a successful stand-up before hosting the children s show fat albert and the cosby kids  and starring in the cosby show  one of the biggest sitcoms of the 1980s.,entertainment
1769,curbishley delight for johansson charlton manager alan curbishley paid tribute to two-goal striker jonatan johansson after beating norwich.  curbishley said after the 4-0 win:  there was talk about norwich being interested in the summer but i have a lot of faith in jonatan.  when there was talk of other clubs i just told him he was going nowhere.  he s part of our squad and he got us a couple of important goals early on. i m sure he s happy here  but i was delighted with all the players.  curbishley was subjected to criticism from charlton fans recently  and he said:  the thing about this club is that we have got where we are by all pulling in the same direction.  that s happened for however long i ve been here and we don t want people taking sides.,sport
1771,astrazeneca hit by drug failure shares in anglo-swedish drug have closed down 8% in uk trade after the failure of its iressa drug in a major clinical trial.  the lung cancer drug did not significantly prolong survival in patients with the disease. this setback for the group follows the rejection by the us in october of its anti-coagulant pill exanta. meanwhile  another of its major money spinners - cholesterol drug crestor - is facing mounting safety concerns.  this would be two of the three blockbuster drugs that were meant to power the company forward failing... and we ve got risks on crestor   said nick turner  analyst at brokers jefferies.  astrazeneca had hoped to pitch its iressa drug against rival medicine tarceva. but iressa proved no better than a placebo in extending lives in the trial involving 1 692 patients. tarceva - made by osi pharmaceuticals  genentech and roche - has already proved to be successful in helping prolong the life of lung cancer patients. aztrazeneca has now appointed a new executive director to the board. john patterson will be in charge of drug development. the company said mr patterson would make  substantial changes to the clinical organisation and its processes .  i am determined to improve our development and regulatory performance  restore confidence in the company and value to shareholders   said chief executive tom mckillop.,business
378,top tories on lib dem  hit list  the liberal democrats are aiming to unseat a string of top tories - including leader michael howard - at the next general election.  mr howard s seat is at the top of the liberal democrats  list. others targeted include oliver letwin  david davis and theresa may  lib dem s elections chief lord rennard said. he said it was  nothing personal  but that  very many of the prominent conservatives  had slender leads in seats where the lib dems were second.  in 2001  michael howard won the folkestone & hythe seat with 20 645 votes  compared to 14 738 for the liberal democrat candidate peter carroll  giving the tory leader a majority of 5 907. asked if this amounted to the party s much vaunted  decapitation strategy  lord rennard said it was not a term he had ever used. but he urged labour supporters to vote tactically to remove prominent conservatives.  i just don t think labour voters in these sort of seats could resist the temptation to use their votes effectively to remove a conservative.  he denied this strategy was opportunism  insisting the lib dem s policies on issues such as tuition fees  the council tax and free care for the elderly appealed  to all sides of the political spectrum .  we are in favour of tactical voting as long as the tactic is to vote liberal democrat   he added. a conservative spokesperson said:  the liberal democrats can talk all they like about strategy. the problem the liberal democrats face is that a large number of lib dem voters do not agree with their policies.  we will be pointing out how they are soft on crime  how they support higher taxes  their opposition to controlled immigration and support for giving europe more control over our lives .,politics
2079,horror film heads us box office a low-budget horror film produced by evil dead director sam raimi has topped the north american box office.  boogeyman  which focuses on a man who returns to his childhood home to confront his traumatic past  took $19.5m (£14.9m) in three days. last week s chart-topper  the robert de niro thriller hide and seek  fell to number four. other new entries included the wedding date  a comedy starring will and grace s debra messing  at number two.  the road-trip comedy are we there yet  and multiple oscar nominee million dollar baby completed the top five. other oscar contenders  including the aviator and sideways  continued to perform strongly at the box office. the aviator has taken $75m (£40m) so far  while sideways has taken $46.8m (£24.8m) in a more limited release.  boogeyman  which cost just $7m (£3.5m) to make  performed well even though it was not screened to critics before release - normally a sign that a film will get bad reviews or perform poorly at the box office.  i certainly believe it s a genre where people are going to be more moved by the marketing materials for the movie than by what the critics say   said rory bruer  head of distribution for sony pictures  which released the film in the us. overall the weekend box office was strong despite the fact that it was american football s super bowl weekend - a time when cinema admissions generally fall. this year  the top 12 films grossed around $91m (£48.3m)  compared to 2004 s super bowl weekend when the total box office was $73.4m (£38.9m).,entertainment
183,kenyon denies robben barca return chelsea chief executive peter kenyon has played down reports that arjen robben will return for the champions league match against barcelona.   he s been responding well to treatment and started running on friday  but we ll have to wait and see   he told bbc five live s sportsweek.  we re looking to getting him back as soon as possible  but he ll be back when it s right for him and for us.  there s no plans at the moment around the barcelona game.  his comments contradict those of chiropractor jean pierre meersseman who treated the dutchman after he fractured his foot at the start of february. robben had been expected to be out for six weeks  but meersseman hinted that the winger could be fit for the vital stamford bridge game on 8 march.  i hope he can be back and i will try to help him make that happen   meersseman told the mail on sunday.  i put everything right with arjen s foot the last time i saw him 12 days ago. it was an obvious correction and easy to perform.  i know he was pleased with what i did and now that he is running again. i am due to see him one more time again in the next few days.  meersseman is the medical co-ordinator at italian side ac milan.,sport
413,blair labour s longest-serving pm tony blair has become the labour party s longest-serving prime minister.  the 51-year-old premier has marked his 2 838th day in the post  overtaking the combined length of harold wilson s two terms during the 1960s and 1970s. if mr blair wins the next election and fulfils his promise to serve a full third term  he will surpass margaret thatcher s 11 years by the end of 2008. in 1997  mr blair became the youngest premier of the 20th century  when he came to power at the age of 43. the last prime minister to be installed at a younger age was lord liverpool  who was a year his junior in 1812.  mr blair s other political firsts include becoming the first labour leader to win two successive full terms in power after the 2001 labour landslide. and the birth of the blairs  fourth child  leo  on 20 may  2000  was the first child born to a serving prime minister in more than 150 years. the last  downing street dad  was lord john russell in 1848. labour won a huge majority of 167 over the conservatives in 2001  but mr blair has since been criticised by many in his own party. the war in iraq and reforms of the health service and education system have provoked dissent from backbenchers.  gordon brown  chancellor of the exchequer under mr blair  became britain s longest-serving chancellor of modern times in 2004. former labour leader lord kinnock said the chancellor would be best placed to take over from mr blair. when asked about the future leadership of the party  he told itv wales  waterfront programme:  that contest is a long way away and it will occur only when the prime minister  tony blair  decides he s subscribed all he can and then wants to go.  i think that the main contender will be gordon brown  who is a man of virtually unmatched capability and now great experience.  both mr brown and mr blair rose to prominence when lord kinnock led labour between 1983 and 1992.,politics
1066,bellamy under new fire newcastle boss graeme souness has reopened his dispute with craig bellamy after claiming the welshman was  not good enough  for the magpies. bellamy left newcastle to join celtic on loan after a major row with souness. souness - who refused to refer to the 25-year-old by name - said bellamy did not score enough goals  the chap that s just gone has scored 9.3 goals a season in his time in senior football - half of those weren t even in the top flight   said souness.  that s not good enough for a striker at a club like this.  we need to have two strikers who are near 20 goals on a regular basis.   bellamy turned down a move to birmingham in favour of joining celtic after a disagreement about the welsh international playing out of position quickly escalated. earlier in the week  souness had said that he risked losing the confidence of the players and damaging his own reputation if he had not taken a hard line after bellamy accused him of lying.   there are certain things you can forgive and forget   said souness.  but if i d been seen to be weak in this case there was no future for me with the players in the dressing room or any job i have after newcastle.  he could then return to st james  park - and he says that he wants to. however  it would seem unlikely he will play for newcastle again as long as souness remains in charge.,sport
1557,reboot ordered for eu patent law a european parliament committee has ordered a rewrite of the proposals for controversial new european union rules which govern computer-based inventions.  the legal affairs committee (juri) said the commission should re-submit the computer implemented inventions directive after meps failed to back it. it has had vocal critics who say it could favour large over small firms and impact open-source software innovation. supporters say it would let firms protect their inventions. the directive is intended to offer patent protection to inventions that use software to achieve their effect  in other words   computer implemented invention . the draft law suffered setbacks when poland  one of the largest eu member states  rejected its adoption twice in two months. intense lobbying on the issue has started to gain momentum in some national parliaments putting them under immense pressure. only two meps backed the draft law at the juri meeting  with one voting to abstain.  opponents of the draft directive welcomed the decision and said a new first reading of the proposals would give the eu a chance to have fuller debates about its implications in all member states. in the us  the patenting of computer programs and internet business methods is permitted. this means that the us-based amazon.com holds a patent for its  one-click shopping  service  for example. critics are concerned that the directive could lead to a similar model happening in europe. this  they fear  could hurt small software developers because they do not have the legal and financial might of larger companies if they had to fight patent legal action in court. supporters say current laws are inefficient and it would serve to even up a playing field without bringing eu laws in line with the us.,tech
1645,spirit awards hail sideways the comedy sideways has dominated this year s independent spirit awards  winning all six of the awards for which it was nominated.  it was named best film while alexander payne won best director and best screenplay  along with writing partner jim taylor. it also won acting awards for stars paul giamatti  thomas haden church and virginia madsen. sideways is tipped to do well at sunday s oscars  with five nominations.  the awards  now in their 20th year  are given to films made outside the traditional studio system  and are traditionally held the day before the oscars. other winners included catalina sandino moreno  who took best actress for her role as a drug smuggler in the colombian drama maria full of grace. moreno is also nominated for best actress at the oscars. the best first screenplay award went to joshua marston for maria full of grace. scrubs star zach braff won the award for best first feature for garden state  which he wrote  directed and starred in. oscar-nominated euthanasia film the sea inside from spain won best foreign film  while metallica: some kind of monster was awarded best documentary. actor rodrigo de la serna took the best debut performance prize for the motorcycle diaries. the awards are voted for by the 9 000 members of the independent feature project/los angeles  which includes actors  directors  writers and other industry professionals. last year s big winner  lost in translation  went on to win the oscar for best original screenplay  for writer-director sofia coppola.,entertainment
406,o gara revels in ireland victory ireland fly-half ronan o gara hailed his side s 19-13 victory over england as a  special  win.  the munster number 10 kicked a total of 14 points  including two drop goals  to help keep alive their grand slam hopes. he told bbc sport:  we made hard work of it but it s still special to beat england.  i had three chances to win the game but didn t. we have work to do after this but we never take a victory over england lightly.  ireland hooker shane byrne echoed o gara s comments but admitted the game had been england s best outing in the six nations. byrne said:  it was a really  really hard game but from one to 15 in our team we worked really  really hard.  we just had to stick to our defensive pattern  trust ourselves and trust those around us. all round it was fantastic.  ireland captain brian o driscoll  who scored his side s only try  said:  we are delighted  we felt if we performed well then we would win but with england also having played very well it makes it all the sweeter.  we did get the bounce of the ball and some days that happens and you ve just got to jump on the back of it.   ireland coach eddie o sullivan was surprised that england coach andy robinson said he was certain mark cueto was onside for a disallowed try just before the break.  andy was sitting two yards from me and i couldn t see whether he was offside or not so i don t know how andy could have known   said o sullivan.   what i do know is that england played well and when that happens it makes a very good victory for us.  we had to defend for long periods and that is all good for the confidence of the team.  i think our try was very well worked  it was a gem  as good a try as we have scored for a while.  o sullivan also rejected robinson s contention england dominated the forward play.  i think we lost one lineout and they lost four or five so i don t know how that adds up to domination   he said. o driscoll also insisted ireland were happy to handle the pressure of being considered favourites to win the six nations title.  this season for the first time we have been able to play with the favourites  tag   he said.  hopefully we have proved that today and can continue to keep doing so.  as for my try it was a move we had worked on all week. there was a bit of magic from geordan murphy and it was a great break from denis hickie.,sport
867,south bank awards honour hit soap coronation street has become the first soap to triumph at the south bank show awards  which traditionally reward highbrow and groundbreaking culture.  the soap beat fellow itv1 show filthy love and channel 4 s shameless to win the best tv drama prize on thursday. little britain was named best comedy while franz ferdinand beat morrissey and the libertines to the music award. shane meadows  dead man s shoes picked up the best film award  beating shaun of the dead and my summer of love. the two award ceremonies reflect the achievements the industry believes have been made in the last year.  in 2004  coronation street pulled away from its bbc one rival eastenders in the ratings and dominated other tv awards. last year  the south bank award for best tv drama went to steven poliakoff s period piece the lost prince  while bloody sunday  about the 1972 killings in northern ireland  won in 2003. in other south bank categories  little britain s second series beat nighty night and the green wing to the comedy trophy while alan bennett s the history boys won in the theatre category. author david mitchell made up for losing out in the booker prize to alan hollinghurst by beating him to the literary award with his book cloud atlas. shameless  state of play and clocking off creator paul abbott got a lifetime achievement award while former grange hill actress amma asante won the breakthrough award for writing and directing her first film  a way of life.,entertainment
1392,manufacturing recovery  slowing  uk manufacturing grew at its slowest pace in one-and-a-half years in january  according to a survey.  the chartered institute of purchasing and supply (cips) said its purchasing manager index (pmi) fell to 51.8 from a revised 53.3 in december. but  despite missing forecasts of 53.7  the pmi number remained above 50 - indicating expansion in the sector. the cips said that the strong pound had dented exports while rising oil and metals prices had kept costs high.  the survey added that rising input prices and cooling demand had deterred factory managers from hiring new workers in an effort to cut costs. that triggered the second successive monthly fall in the cips employment index to 48.3 - its lowest level since june 2003. the survey is more upbeat than official figures - which suggest that manufacturing is in recession - but analysts said the survey did suggest that the manufacturing recovery was running out of steam.  it appears that the uk is in a two-tier economy again   said prebon yamane economist lena komileva.  you have weakness in manufacturing  which i think would concern policymakers at the bank of england.,business
490,cairn shares slump on oil setback shares in cairn energy  a uk oil firm  have closed down 18% after a disappointing drilling update and a warning over possible tax demands.  the company said tests had shown no significant finds in one of its indian oil fields  but was upbeat about the potential of other areas. it also said the indian government had told it to pay a production tax  for which cairn argues it is not liable. cairn s shares have jumped by almost 400% this year. investors had piled into cairn after the company announced significant oil finds in india this year. chief executive bill gammell said on friday he was  disappointed  with exploration in the so-called n-c extension area in rajasthan. investors had held high hopes of major oil finds in this area. but cairn said estimates had been revised in what was a  significant downgrade of the initial expectation .  cairn also said that the government believed the company was liable to pay taxes under its production-sharing contract. the company said the rate would be about 900 rupees ($20.40; £10.50) per tonne  or seven barrels  of oil. a spokesman for the firm said that the tax would wipe 5% of the field s current value.   cairn refutes the government s position   mr gammell said. he insisted that the contract made it clear that the tax should be shouldered by the licensee - india s state-run oil & natural gas corp (ongc) - and not the contractor.  we have a pretty strong legal case here   he added  saying it would only become an issue once the firm started production. investors took a dim view of the statements though. the shares closed down 247p  or 18%  at 1115 pence.  i think people were slightly over-ambitious for how quickly cairn would be able to develop and potentially offload these reserves   said analyst jason kenney at ing.  the disappointments overshadowed increased production targets for cairn s existing oilfields. the company raised targets for its mangala and aishwariya fields in india from 60 000 barrels a day to between 80 000 and 100 000 barrels a day. its mangala field  thought to contain a billion barrels  is its biggest find to date.  these two fields will provide the core of the future developments in rajasthan   mr gammell said. cairn added that it would be appraising another field early next year. mr gammell set up the company in the 1980s and has successfully switched its focus to south asia from interests in the us and europe. cairn  which also operates in nepal and bangladesh  was catapulted into the ftse 100 index of leading uk shares earlier this year after the sharp rise in its share price.,business
537,itunes now selling band aid song ipod owners can now download the band aid single from itunes after apple reached agreement with the charity.  apple had been unwilling to raise the cost of the single in line with other download services  said band aid. but the single is now on sale for 79p - the usual cost of a song from itunes - with apple donating a further 70p to the charity for each song downloaded. a copy of the original 1984 song is also available for download at 79p - with all proceeds going to the charity.  more than 72 000 copies of the new band aid single were sold on its first day of release on monday  according to sales figures. the track has become the fastest-selling single of the year so far  shifting more copies than the rest of the top 30 combined  hmv claimed. dido  robbie williams and chris martin are among those featured on the new version of do they know it s christmas   which is raising money to fight hunger in africa. if the track sold 500 000 copies  more than £1m would be raised for charity. the cd is being sold for £3.99  with hmv  virgin and woolworths all donating their profits.,entertainment
1205,at a glance: tory health checks the uk  opposition conservatives have unveiled plans to introduce health checks for immigrants if they win the general election. here s a guide to the plan:  people coming to live and work in britain from outside the eu. if they plan to stay six months or more and are from a country with lots of tb  they would have to have a chest x-ray and further tests if appropriate. all people from outside the european union who want to stay a year or more will have to undergo a full medical.  tuberculosis  hepatitis b and hiv. a positive test for tb would automatically mean visa applications being turned down. all other conditions would be dealt with on a case by case basis.  people would have to prove they have an acceptable standard of health and are unlikely to be a danger to public health in the uk  or impose significant costs or demands on the nhs. they would also  if appropriate  have to be able to undertake the work or study they applied to come here for.  people coming to britain for less than six months would not be medically tested unless they intended to work in health care  childcare or teaching. children and pregnant women wanting to live in britain permanently would not have to have a chest x-ray for tb. under 16s would not face tests for hepatitis and hiv.  the tories say people fleeing persecution will not be denied sanctuary in britain because of poor health. however  they will undergo health checks to ensure they receive the right medical treatment and do not spread infectious diseases.  they claim government figures show that tb in england has increased by 25% over the last 10 years and that nearly two-thirds of people with the disease were born overseas. they also believe there should be stricter controls over who comes into britain to ensure they are not a public health risk. they say the plans will protect access to the nhs.  applicants will be tested in their home country. only asylum seekers will be tested in the uk once their refugee status is established.  home office minister des browne says the government already routinely checks people for tb if they come into the uk for six months or more from high-risk countries. recent medical checks were carried out on 175 000 people at heathrow airport and 10 000 at gatwick. from those tests  about 100 infectious cases of tb were found.  the tories say 47 other countries across the world impose requirements of this kind. the party has looked at the way the system is operated in australia  canada and new zealand. the tory proposals are  quite closely modelled  on the new zealand system.  labour claims the policy is little more than a  desperate attempt to catch up with labour s five-year plan  for immigration and asylum  which was published last week. this says health screening for tb will be targeted on applicants from high-risk areas before they are given entry clearance. those who are diagnosed with the disease would then need to seek treatment at home before being allowed to enter the uk. the liberal democrats have warned labour and the tories they were  in danger of pandering to prejudice rather than challenging it .,politics
1964,imf agrees fresh turkey funding turkey has agreed a draft proposal with the international monetary fund to borrow $10bn (£5.19bn)  extending its ongoing financial support until 2007.  turkey s current $18.6bn loan agreement with the imf expires in february and the new deal would see it receive added support between 2005 and 2007. in return for the funding  turkey would be expected to keep inflation under control and introduce market reforms. turkey s economy has steadily recovered from a severe crisis in 2001.  economic growth has average 6-7% in the past three years  ahead of imf forecasts  while inflation fell below 10% this year for the first time in 30 years. however  turkey has a huge debt burden - already owing $23bn to the imf - while its current account deficit has swelled to $10.7bn this year.  the turkish economics minister  ali babacan  said the two sides had reached general agreement on a new three year funding program. rodrigo de rato  the imf s managing director  said the loan agreement would help to improve turkish economic prospects by cutting its debt and stimulating growth.  i believe the new programme  if implemented successfully  will help turkey create the conditions for sustained growth and employment creation  reduce inflation toward european level and enhance the economy s resilience   he said. the agreement must still be ratified by imf directors at a meeting expected to take place next month.  the agreement would also enable turkey to defer payments on previous loans worth $3.7m until 2006.  as part of the draft agreement  turkey has signed a  letter of intent  stating its determination to push through far-reaching reforms to its tax and benefits system and its banking sector. such reforms are considered vital for turkey if it is to fulfil its ambition of joining the european union. the eu will decide on 17 december whether to begin entry talks with turkey. the us  the largest of the imf s 184 members  is a strong supporter of continued financial support for turkey.,business
